Q339896	Ajith Kumar
Q189201	chamber music
Q153535	Alemannia Aachen
Q1295	Dortmund
Q208850	single-player video game
Q810	Jordan
Q313362	Alexandre Desplat
Q772494	Chess Records
Q207639	Chichester
Q175535	Matt Damon
Q374365	Jeddah
Q270	Warsaw
Q205447	Ocean's Eleven
Q38903	Universal Music Group
Q204590	Christian Slater
Q1352	Chennai
Q229234	Ellen Barkin
Q7860	nature
Q643107	Denizlispor
Q192934	Angels & Demons
Q1393	Delaware
Q212564	Colombia national football team
Q46551	The Prestige
Q16562	El Paso
Q500460	Evolution
Q185490	Hereafter
Q216773	FC Vaduz
Q2018307	Tony Award for Best Revival of a Musical
Q1053996	Central Saint Martins
Q49158	Springfield
Q451272	Get Low
Q105844	Arminia Bielefeld
Q2506653	Lee Orloff
Q221384	Black Hawk Down
Q14313	Pharrell Williams
Q4376972	Grammy Award for Best Score Soundtrack for Visual Media
Q25139	American Beauty
Q131215	SK Rapid Wien
Q315208	Noah Wyle
Q12306	Millard Fillmore
Q15963780	Carol
Q8639	Hellas Verona F.C.
Q205033	Chicago Bears
Q1853623	Touch and Go Records
Q688300	S.C. Beira-Mar vale callampa
Q330120	Carolina Panthers
Q1144761	musical saw
Q206497	The Blind Side
Q472316	University of Nottingham
Q244931	In Bruges
Q2665674	Bucky Larson: Born to Be a Star
Q685109	Radio Days
Q40347	Norman
Q598675	Gary Ross
Q12003	Cher
Q682002	Scoop
Q1203	John Lennon
Q1291456	Edward, My Son
Q1467758	Vigor Shipyards
Q1759336	Revelation Records
Q1167736	Home from the Hill
Q2975925	Dorchester Town F.C.
Q36834	composer
Q898840	Gentleman's Agreement
Q53110	High School Musical
Q804	Panama
Q38733	Helena
Q270215	Contact
Q1373024	Jeff Garcia
Q183257	psychotherapy
Q18419	Brooklyn
Q263702	MTV Video Music Award for Best Hip-Hop Video
Q109626	DuPage County
Q501800	Kanawha County
Q229176	Kristin Davis
Q193573	Moulin Rouge!
Q83859	John Milius
Q1231447	Walter Scharf
Q200028	Hamilton
Q12526	Gironde
Q1518804	North Carolina Central University
Q43445	female organism
Q1420891	Golden Raspberry Award for Worst Original Song
Q237805	Hayley Mills
Q512986	Vincent Pastore
Q2986228	sports commentator
Q428819	Bobby Cannavale
Q230131	Cloris Leachman
Q48939	Exeter City F.C.
Q36	Poland
Q349690	Mel Blanc
Q4932675	Bob Hamman
Q357676	Jack Kemp
Q2092392	University of Dayton
Q1243374	Conquest
Q3774289	Grammy Award for Best Classical Album
Q1643549	dance-punk
Q1726	Munich
Q58711	Yavapai County
Q988739	Chillicothe
Q234700	Connie Willis
Q3064264	Boston University School of Law
Q1344190	Enron: The Smartest Guys in the Room
Q18656	Manchester United F.C.
Q879174	Biutiful
Q351055	The-Dream
Q909452	Imperial House of Japan
Q428152	slide
Q83071	Downton Abbey
Q189267	Two and a Half Men
Q335672	David Crane
Q199418	Ziggy Marley
Q9219	United States Military Academy
Q426517	...And Justice for All
Q1780	Bratislava
Q585828	Seton Hall University
Q191753	Cinderella
Q350666	Dalton Trumbo
Q229560	Lauren Holly
Q108597	Dave Brubeck
Q223786	January Jones
Q2095	food
Q922326	Broadcast Film Critics Association Award for Best Composer
Q1156975	Evening Shade
Q14428	Capcom
Q230523	Juliette Lewis
Q234204	Linda Cardellini
Q234695	Dionne Warwick
Q462418	Dumb and Dumber
Q917355	A Mighty Heart
Q261314	Rachel Portman
Q303213	Whip It
Q229952	Brenda Blethyn
Q329485	Parkersburg
Q1217733	Where the Heart Is
Q12217	Real Madrid Castilla football
Q82519	The Landlord
Q651231	Boyz II Men
Q1044425	North Carolina FC
Q2717481	The Sound Barrier
Q1524538	My Foolish Heart
Q1113428	Filmfare Award for Best Director
Q1649	Oklahoma
Q2052	ACF Fiorentina
Q959051	W.
Q1306890	It's a Mad, Mad, Mad, Mad World
Q451076	Josh Freese
Q309246	The Motorcycle Diaries
Q50040	Dire Straits
Q2544851	Independent Spirit Award for Best Female Lead
Q152087	Humboldt University of Berlin
Q430209	Hal Moore
Q986432	Steubenville
Q180962	Norman Mailer
Q362061	Steve Kloves
Q199945	Alicia Silverstone
Q1571956	Sangam
Q218091	Seal
Q529849	Steven Berkoff
Q350721	Houssine Kharja
Q648501	Asheville
Q720723	Paul Gross
Q729794	Pleasantville
Q615	Lionel Messi
Q1827266	Lionel Newman
Q2166359	Wandsworth
Q1279	Marche
Q849158	Green Party of the United States
Q193459	Noel Gallagher
Q508406	14th Academy Awards
Q1138671	Catholic school
Q2341039	Stetson University
Q645399	Don Messick
Q536282	Corpus Christi College
Q204057	Philadelphia
Q722281	Ashes and Diamonds
Q19603	FC Twente
Q302682	Oscar
Q269901	Melora Hardin
Q1508130	The Band Wagon
Q2154182	Columbia University College of Physicians and Surgeons
Q815436	The Troubles
Q142811	Allentown
Q301345	Northern Exposure
Q651228	FX
Q382864	Larry Crowne
Q936037	Victor Victoria
Q128574	Joe Clark
Q488454	South Korea national under-23 football team
Q1282209	Great Expectations
Q50033	Yui Horie
Q1354109	Mighty Aphrodite
Q261	Linkin Park
Q270691	Sridevi
Q1784748	Middle Tennessee State University
Q1070749	The Mickey Mouse Club
Q509671	Burnett Guffey
Q4043197	Universal Music Group Nashville
Q33866	Theodore Roosevelt
Q3174727	Pigface
Q1515	Abidjan
Q7968572	War and Peace
Q501785	Fairfax
Q40269	Porto Alegre
Q390256	Dunfermline Athletic F.C.
Q225519	Auburn
Q754	Trinidad and Tobago
Q9188	Empire State Building
Q316596	Justin Theroux
Q23106	Leicestershire
Q731310	Manhattan
Q3238805	Alaska Time Zone
Q219373	Elizabeth Banks
Q28755	Matthew Broderick
Q361927	Joshua Redman
Q724586	Bo Goldman
Q845768	Cornell Law School
Q1423540	Never on Sunday
Q827589	Ontario New Democratic Party
Q971	Republic of the Congo
Q42956	Harbin
Q312632	Jack Vance
Q2816734	40th Canadian Parliament
Q236527	Maya Rudolph
Q231391	Bernadette Peters
Q340195	African Development Bank
Q1927705	Trinity College
Q128560	Graham Greene
Q4055443	August: Osage County
Q539156	Sam Bush
Q208131	Shrek Forever After
Q172438	Peterborough
Q7918	Bulgarian
Q207378	big band
Q991387	Teaneck
Q348534	3000 Miles to Graceland
Q1125897	Hana-bi
Q1428750	Flight of the Conchords
Q34217	Oxford
Q191064	Liv Ullmann
Q171758	Matthew Perry
Q2342548	Daniel Haller
Q971446	BBC Films
Q223748	Panama national football team
Q192402	Rufus Wainwright
Q216961	Eurodance
Q1048856	All in the Family
Q424	Cambodia
Q298694	Method Man
Q528231	Goldsmiths, University of London
Q83158	Jean Cocteau
Q165283	Pat Hingle
Q1414527	Algiers
Q312870	Jerry Garcia
Q502957	Gabriel Yared
Q289678	National Football League Most Valuable Player Award
Q572957	Alianza Lima
Q108058	Contra Costa County
Q3443498	Oklahoma City University
Q482907	Bryan Adams
Q1247	Caribbean Sea
Q695982	Querelle
Q93157	Eugene O'Neill
Q19592	Hartlepool United F.C.
Q181138	veganism
Q1058775	Flushing
Q432598	Alex Kurtzman
Q805285	Balliol College
Q460563	Brian Geraghty
Q713979	Cat on a Hot Tin Roof
Q10737	suicide
Q47944	Allegany County
Q127417	Douglas MacArthur
Q6510842	Lebanese American
Q203545	Michael Gambon
Q1247292	Soap
Q3713975	Meet Me in Las Vegas
Q3536811	Sunil Varma
Q16455	John Rhys-Davies
Q13786	Cebu
Q34404	New Orleans
Q1998195	Asylum Records
Q189887	Sundance Film Festival
Q311068	Wallace Shawn
Q51682	Glendale
Q795988	University of Guelph
Q984377	Paducah
Q26876	Taylor Swift
Q885833	Blue Note Records
Q80019	double bass
Q106800	Academy Award for Best Animated Feature
Q213465	Guildford
Q3005851	The Wire, season 4
Q234053	Vancouver
Q30185	mayor
Q314142	Edward Zwick
Q1186	Kerala
Q435920	Rod Serling
Q322179	Wallace Beery
Q607354	Locus Award for Best Fantasy Novel
Q309989	Tyrone Power
Q272223	Jacksonville Jaguars
Q3206	Western Australia
Q16249	Province of Potenza
Q5220838	Danny Smith
Q808917	Barrie M. Osborne
Q629439	Cranford
Q726080	Russia national football team
Q1129381	The X-Files
Q1029155	Camille Claudel
Q104000	Lauren Bacall
Q630226	University of the Pacific
Q105801	Stargate
Q1285856	2010 Sundance Film Festival
Q7199458	Pittsburgh metropolitan area
Q5705	Catalonia
Q2005146	Nunnally Johnson
Q10329	Sevilla FC
Q19482	Wimbledon F.C.
Q1475020	Furman University
Q1339523	Courage Under Fire
Q93356	Seamus Heaney
Q170072	Dutch Republic
Q350678	Van Heflin
Q202144	Shelley Winters
Q1125442	The Age of Innocence
Q652186	Before Sunset
Q487977	Iowa City
Q249674	Spike TV
Q867813	Claire Danes
Q570600	listed building in the United Kingdom
Q660727	Masoom
Q282636	Grammy Award for Best Rock Song
Q44190	Radiohead
Q698985	Ottoman wars in Europe
Q216273	University of St Andrews
Q210241	2nd United States Congress
Q1817686	Troy University
Q344822	Herb Alpert
Q482370	An American Crime
Q250905	Sheila E.
Q9309	Welsh
Q1306308	Comes a Horseman
Q165972	Fort Lauderdale
Q7842	University of Tokyo
Q935	Isaac Newton
Q215849	Ellen Pompeo
Q453925	FC Vaslui
Q920167	George Fenton
Q34739	Dayton
Q164200	Jury Prize
Q644157	Kalmar FF
Q757754	Atromitos F.C.
Q18432	Staten Island
Q1481050	London Business School
Q4835650	BIFA Award for Best British Independent Film
Q289204	Lost Highway
Q372599	Sivasspor
Q305250	Ice Age
Q214014	21 Jump Street
Q436996	Emmanuelle Riva
Q487914	pop punk
Q223281	Laura Linney
Q203515	Divorce American Style
Q1289495	Sliema Wanderers F.C.
Q51985	Technical University of Berlin
Q555180	Benh Zeitlin
Q1270283	Norman Lear
Q1131761	White Christmas
Q3097943	Michael McConnohie
Q186323	Borat
Q213081	Star Trek
Q1104069	Canadian dollar
Q54240	New London County
Q39989	Ronny Cox
Q49892	presidential system
Q177311	Joseph Gordon-Levitt
Q967018	Holes
Q5451	Himalayas
Q61432	Brandon
Q370400	Los Lobos
Q184591	10
Q15228	The Lord of the Rings
Q6138447	Media Asia Entertainment Group
Q170035	Ratatouille
Q232451	Madhuri Dixit
Q6392428	Kentucky Wildcats men's basketball
Q1890400	Terry Pratchett's The Colour of Magic
Q83495	The Matrix
Q2948730	2010 NCAA Men's Division I Basketball Tournament
Q215	Slovenia
Q7669786	TCU Horned Frogs football
Q7850	Chinese
Q49205	Wellesley College
Q242119	Hong Kong national football team
Q464955	Windsor
Q1351880	Southern Baptist Convention
Q3025883	type 2 diabetes mellitus
Q1194810	Daddy Day Camp
Q318374	Ry Cooder
Q1159206	Dana Brunetti
Q932981	Muncie
Q180813	68th Golden Globe Awards
Q156401	Chicken Run
Q296774	Mark Harmon
Q1247701	Last of the Summer Wine
Q1382548	Yoram Globus
Q534419	Walter Murphy
Q1321565	England and Wales cricket team
Q1133657	traditional heavy metal
Q229347	Nana Mizuki
Q2447844	2006 NFL Draft
Q580866	THQ
Q59115	philosophy of science
Q1285504	Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series
Q2060077	Walk Hard: The Dewey Cox Story
Q487704	Honolulu County
Q446960	George Miller
Q381028	Paranormal Activity
Q230552	Back to the Future Part III
Q1046841	Vanity Fair
Q154935	(500) Days of Summer
Q612024	contemporary classical music
Q1755578	Can't Stop the Music
Q43874	Eddie Murphy
Q2893887	Behind the Candelabra
Q272929	Rosie O'Donnell
Q485746	Johnson County
Q294812	Matthew Morrison
Q26519	Hidalgo County
Q814771	My Sister's Keeper
Q697	Nauru
Q1035745	Cardiff University
Q1076092	technical death metal
Q488543	Orange County
Q3048935	Voyages Extraordinaires
Q506014	Charles LeMaire
Q729788	Hot Fuzz
Q644065	The Commitments
Q330148	Sierra Leone national football team
Q502067	Galaxy Quest
Q76711	Nastassja Kinski
Q12230	Real Murcia
Q371938	Chicago
Q230841	Maureen Stapleton
Q22905	Bradford
Q40840	Tampere
Q322206	Heavenly Creatures
Q339093	BeBe Winans
Q1439	Texas
Q441913	James Remar
Q862316	Bill Melendez
Q538	Oceania
Q289482	S.S. Monza 1912
Q340213	Adam Arkin
Q12717	Bas-Rhin
Q373895	Betty White
Q1392321	Liberty Records
Q203215	Max von Sydow
Q502451	Hunterdon County
Q431093	Sunrise: A Song of Two Humans
Q25120	Pier Paolo Pasolini
Q1139085	Craven
Q181962	Augusta
Q306403	James Franco
Q295817	Joey Jordison
Q36105	Charles Bronson
Q48777	The Waltons
Q191074	Babel
Q662081	HBO Films
Q780350	Viva Zapata!
Q255032	Hugo Award for Best Novel
Q7312	Franz Schubert
Q1072029	University of Wales
Q182010	ECHL
Q962987	Quadrophenia
Q221482	Jim Thorpe
Q363271	David Warner
Q191633	mangaka
Q446481	Harvey Fierstein
Q334204	Morgan Stanley
Q80304	Korn
Q798692	Bad Girl
Q224069	The Island
Q235347	John Carter
Q202466	blond
Q49122	Harvard Law School
Q3263896	Louisville metropolitan area
Q80702	Spanish Empire
Q3520369	K. Balachander
Q839133	Crash
Q2521211	Crazy in Alabama
Q309366	National Treasure
Q833299	My Girl
Q43	Turkey
Q107933	Jim Belushi
Q1348275	Muriel's Wedding
Q732397	Ismail Merchant
Q1196849	Heaven Knows, Mr. Allison
Q617433	Syracuse University
Q775988	Mourning Becomes Electra
Q314801	Hal Holbrook
Q313755	Harry Connick Jr.
Q125904	Edward Norton
Q11896	Zachary Taylor
Q756329	Atlantic City
Q220144	SOAS, University of London
Q931181	John Davis
Q547306	Kitty Pryde
Q358702	Samuel Z. Arkoff
Q215120	Cole Porter
Q5812	Novak Djokovic
Q240937	Jessye Norman
Q12892	Antwerp
Q1543268	MacArthur Fellows Program
Q81438	Walt Whitman
Q7168625	historical period drama
Q155423	Néstor Almendros
Q48256	Dnipro
Q574	East Timor
Q373989	David Paymer
Q655980	Game Change
Q349548	Rainn Wilson
Q1460394	Young Adult
Q2061948	Satellite Awards 2008
Q447892	Paul Sorvino
Q235189	Mare Winningham
Q814738	Beijing Guoan F.C.
Q3600481	ABC Afterschool Special
Q45647	Eddie Marsan
Q313956	Anil Kapoor
Q188280	Christina Applegate
Q2141212	John Sayles
Q514565	Bottle Rocket
Q1047938	Guitar Hero III: Legends of Rock
Q79638	Fairbanks
Q212289	Palmerston North
Q1419797	Tommy
Q1129778	East of Eden
Q190050	Fight Club
Q639738	United States Cabinet
Q1144262	University of Western Ontario
Q459290	independent film
Q1475413	Saint Joseph's University
Q9439	Victoria
Q79797	Armenians
Q193577	Kramer vs. Kramer
Q312559	Bill Wyman
Q210148	Peter Fonda
Q1290155	West Norwood Cemetery
Q48951	Southend United F.C.
Q504329	Brunswick County
Q19500	Wolverhampton Wanderers F.C.
Q94081	Bob Hope
Q276299	Revolutionary Road
Q53009	Bernardo Bertolucci
Q1974722	Sanjeev Kumar
Q111168	Dallas County
Q190135	The Little Mermaid
Q318922	Malaysia national football team
Q187189	time in China
Q1017	Aachen
Q724804	Dan Hedaya
Q648810	Crewe
Q46392	Amjad Khan
Q30321629	All the Money in the World
Q467025	Pontifical Gregorian University
Q1218462	City Slickers II: The Legend of Curly's Gold
Q12837	Iberian Peninsula
Q6580	Rome
Q15777	C
Q1137213	Runaway Train
Q170790	mathematician
Q7283	terrorism
Q9089818	Tribute
Q747496	Just Go with It
Q181765	Holy Roman Emperor
Q235572	Geraldine Somerville
Q27411	Scream
Q846224	fighting game
Q754307	FC Zorya Luhansk
Q1143281	Rugby School
Q962499	Morristown
Q608207	Sandusky
Q29588607	Spider-Man: Into the Spider-Verse
Q12206	diabetes mellitus
Q2530270	Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series
Q20942819	Anomalisa
Q10859	Spanish Civil War
Q694052	SPV
Q41532	Carl Gustav Jung
Q380848	Julie & Julia
Q729991	Love Story
Q930291	Willamette University
Q483994	kazoo
Q11885	Axl Rose
Q500871	La Crosse County
Q1731060	Bell, Book and Candle
Q12751	Haute-Savoie
Q774800	Disraeli
Q10680	PlayStation 2
Q2140008	United States Army Air Corps
Q181912	KLM
Q125121	Aretha Franklin
Q273568	Charlie Wilson's War
Q243643	Sherlock Holmes: A Game of Shadows
Q705737	Art Students League of New York
Q1511182	Static Major
Q1582860	I Shot Andy Warhol
Q499097	Ian Bannen
Q677085	Symantec
Q1874	Odessa
Q798658	Bad Boy Records
Q431	zoology
Q229440	Nicollette Sheridan
Q617752	Irem
Q41076	Mariah Carey
Q94345	Order of St. Olav
Q687600	The Dead
Q2977	cathedral
Q151092	pin-up girl
Q219631	Adam Levine
Q23346	Sussex
Q484779	Luc Besson
Q836	Myanmar
Q671510	NPR
Q1025401	Scarborough
Q7930886	Villanova Wildcats men's basketball
Q154077	Walk the Line
Q433191	Jeanne Sauvé
Q494723	Fullerton
Q1370735	John Broome
Q1930	Ottawa
Q169982	Gerard Butler
Q200396	Sherlock Holmes
Q1214	Wyoming
Q8723	Real Betis Balompié
Q723682	dean
Q420	biology
Q1191344	Northern Illinois University
Q311317	Isaac Stern
Q188096	Penang
Q364135	Ralph Bellamy
Q1131173	Suddenly, Last Summer
Q1082849	Populous
Q35581	Hokkaidō
Q15873	Brian May
Q184116	Gary
Q73094	The Queen's College
Q49266	Wichita
Q121157	Mashhad
Q2875	Gone with the Wind
Q41211	San Juan
Q1899781	DreamWorks Records
Q56094	Francis Ford Coppola
Q28513	Austria-Hungary
Q244333	Percy Jackson & the Olympians: The Lightning Thief
Q31225	Mark Robson
Q1216	Piedmont
Q948635	Brothers
Q232538	Patty Duke
Q269890	Don Rickles
Q486239	Saw
Q1434547	Loughborough University
Q893594	Puerto Ricans
Q23728	Larry David
Q168724	Emma Thompson
Q23739	soap opera
Q37628	Mila Kunis
Q156608	The Bourne Supremacy
Q15146380	Unbroken
Q1326725	Hum Dil De Chuke Sanam
Q145752	Purple Heart
Q357762	Danny Huston
Q175278	Mrs. Parker and the Vicious Circle
Q759482	U.S. Cremonese
Q28206	Augusta
Q2827965	winger
Q128069	Syracuse
Q495027	Busan IPark
Q19487	Millwall F.C.
Q201994	Ali Larter
Q174570	London School of Economics
Q1319610	Lifetime
Q29468	Republican Party
Q1349100	52nd Annual Grammy Awards
Q223569	women's rights
Q185655	Chris Wedge
Q298777	Michael York
Q131691	Arthur Wellesley, 1st Duke of Wellington
Q1164779	The Men Who Stare at Goats
Q242717	Jane Alexander
Q83162	African National Congress
Q47430	Green Bay
Q245172	Prince of Persia: The Sands of Time
Q429700	Goya Award for Best Supporting Actress
Q211566	Chris Colfer
Q193643	Pittsburgh Penguins
Q123206	Bruno Ganz
Q229957	Mary-Louise Parker
Q260533	Gigli
Q830874	Cries and Whispers
Q8080	1896 Summer Olympics
Q550529	Strange Days
Q33959	Nice
Q18601923	Olive Kitteridge
Q457279	Harold Russell
Q571183	Out of Sight
Q847646	Starsky & Hutch
Q95072	RahXephon
Q216919	Six Feet Under
Q216179	Bryan Ferry
Q1506831	George Abbott
Q1101612	Clint Howard
Q218992	Nelly
Q310965	Vince Grella
Q79580	Tuscaloosa
Q876	selenium
Q1146194	Wayne's World
Q779658	The Siege
Q483325	Ellen DeGeneres
Q4385602	Paris Trout
Q51057	Len Wein
Q189133	Cairns
Q24925	science fiction
Q1920219	social issue
Q82238	Cliff Richard
Q125434	Port Elizabeth
Q1244704	Trinity Hall
Q16967	Zhejiang
Q43287	German Empire
Q2140247	Under Fire
Q981195	Royal Central School of Speech & Drama
Q631194	High Point
Q585	Oslo
Q761302	Quills
Q237194	Wanda Sykes
Q367073	Donald Crisp
Q787034	Deewaar
Q1077467	Chris Lebenzon
Q31058	Burlington
Q38022	St. Louis
Q672443	The Civil War
Q544165	Penelope Wilton
Q2043175	hyphy
Q486229	Hennepin County
Q375314	Folkestone
Q935609	Dan Povenmire
Q518905	Nancy Haigh
Q285254	Allan Holdsworth
Q128306	Denton
Q464995	American Hockey League
Q1535153	superhero film
Q11806	John Adams
Q110138	Top Gun
Q11639	dance
Q19675	Louvre Museum
Q491114	Hayward
Q1895354	Memorial University of Newfoundland
Q356541	Phil LaMarr
Q2601102	Good
Q792	El Salvador
Q349391	Helen Mirren
Q1727138	Los Angeles City College
Q313256	Bob Fosse
Q1247248	Picket Fences
Q73136	Stanley Kramer
Q7358	clown
Q295233	John Leguizamo
Q484388	Klamath County
Q3053254	Buena Vista Home Entertainment
Q223875	Erykah Badu
Q199655	library science
Q2807	Madrid
Q484395	Douglas County
Q298542	Daniel Nestor
Q80113	Expressionism
Q190021	Townsville
Q421733	Lou Grant
Q148	People's Republic of China
Q272946	Joan Cusack
Q48947	Plymouth Argyle F.C.
Q1008	Ivory Coast
Q159354	rowing
Q23884	Lou Costello
Q828753	Coronado
Q1051843	neo-progressive rock
Q9292586	Leonard Schrader
Q186047	Valparaiso University
Q233817	Debbie Gibson
Q296843	Andrew Lincoln
Q7294	Johannes Brahms
Q675468	The Perks of Being a Wallflower
Q1198269	The Old Man and the Sea
Q210120	Julia Stiles
Q314358	Jeff Lynne
Q1154469	Kikuko Inoue
Q671458	Pompano Beach
Q18729	Reading F.C.
Q409022	Airport
Q31249	Kansas State University
Q1691384	Joe Diffie
Q128114	Yonkers
Q175759	Patti Page
Q938810	Harry Warren
Q2460693	Cochin Haneefa
Q19584	Crawley Town F.C.
Q162371	Charmed
Q4915	Ohio River
Q7817415	Tom Rosenberg
Q272019	Don Cheadle
Q1138789	The Weinstein Company
Q41343	post-metal
Q151903	Dirty Pretty Things
Q499036	The Andromeda Strain
Q572903	Be Cool
Q506230	Marion County
Q387943	Tiny Toon Adventures
Q182665	Iggy Pop
Q1343212	Enix
Q222595	British Army
Q428211	Al-Gharafa Sports Club
Q1169609	Six Degrees of Separation
Q169889	American Broadcasting Company
Q541394	mixed-sex education
Q3016196	Osgoode Hall Law School
Q222008	Kathleen Turner
Q489197	Torrance
Q847940	The Beaver
Q49012	San Luis Obispo
Q45400	Port Arthur
Q3298359	Belmont University
Q315763	Bill Pullman
Q548303	The Tailor of Panama
Q463101	Girl, Interrupted
Q215721	Theodore Bikel
Q1410	Gibraltar
Q342430	Mark Addy
Q49143	Quincy
Q16565	Charlotte
Q534536	Arcadia
Q7227384	Pomona College
Q113892	Skagit County
Q1058555	Lorenzo's Oil
Q956	Beijing
Q2297053	St. John's IceCaps
Q841335	Mean Streets
Q3851789	Matewan
Q987	New Delhi
Q229181	Viola Davis
Q194126	Calgary Flames
Q1744	Madonna
Q4645488	8th United States Congress
Q106687	Unitarianism
Q105891	Hammond organ
Q376563	Ralph E. Winters
